id,codigo_120,name
8047,70121100-6,Serviços de venda de edifícios
8048,70121200-7,Serviços de compra de edifícios
8049,70122000-2,Serviços de compra ou venda de terrenos
8050,70122100-3,Serviços de venda de terrenos
8051,70122110-6,Serviços de venda de terrenos vagos
8052,70122200-4,Serviços de compra de terrenos
8053,70122210-7,Serviços de compra de terrenos vagos
8054,70123000-9,Venda de bens imobiliários
8055,70123100-0,Venda de bens imobiliários residenciais
8056,70123200-1,Venda de bens imobiliários não residenciais
8057,70130000-1,Serviços de arrendamento de bens imóveis próprios
8058,70200000-3,Serviços de arrendamento ou locação de bens imóveis próprios
8059,70210000-6,Serviços de arrendamento ou locação de propriedades residenciais próprias
8060,70220000-9,Serviços de arrendamento ou locação de propriedades não residenciais próprias
8061,70300000-4,Serviços de mediação imobiliária à comissão ou por contrato
8062,70310000-7,Serviços de venda ou arrendamento de edifícios
8063,70311000-4,Serviços de venda ou arrendamento de edifícios residenciais
8064,70320000-0,Serviços de venda ou arrendamento de terrenos
8065,70321000-7,Serviços de arrendamento de terrenos
8066,70322000-4,Serviços de venda ou arrendamento de terrenos vagos
8067,70330000-3,Serviços de administração de bens imobiliários à comissão ou por contrato
8068,70331000-0,Serviços de administração de propriedades residenciais
8069,70331100-1,Serviços de gestão de instituições
8070,70332000-7,Serviços de administração de propriedades não residenciais
8071,70332100-8,Serviços de gestão de terrenos
8072,70332200-9,Serviços de administração de propriedades comerciais
8073,70332300-0,Serviços relativos à propriedade industrial
8074,70333000-4,Serviços relacionados com a habitação
8075,70340000-6,Serviços de time-sharing
8076,71000000-8,"Serviços de arquitectura, construção, engenharia e inspecção"
8077,71200000-0,Serviços de arquitectura e afins
8078,71210000-3,Serviços de assessoria em matéria de arquitectura
8079,71220000-6,Serviços de design arquitectónico
8080,71221000-3,Serviços de arquitectura para edifícios
8081,71222000-0,Serviços de arquitectura para exteriores
8082,71222100-1,Serviços de cartografia de zonas urbanas
8083,71222200-2,Serviços de cartografia de zonas rurais
8084,71223000-7,Serviços de arquitectura para trabalhos de ampliação de edifícios
8085,71230000-9,Serviços de organisação de concursos de concepção de design de arquitectura
8086,71240000-2,"Serviços de arquitectura, engenharia e planeamento"
8087,71241000-9,"Estudo de viabilidade, serviço consultivo, análise"
8088,71242000-6,"Preparação de projecto e concepção, estimativa de custos"
8089,71243000-3,Esboços (sistemas e integração)
8090,71244000-0,"Cálculo de custos, controlo de custos"
8091,71245000-7,"Planos para aprovação, peças desenhadas e especificações"
8092,71246000-4,Determinação e listagem de quantidades em construção
8093,71247000-1,Supervisão de trabalhos de construção
8094,71248000-8,Supervisão de projecto e documentação
8095,71250000-5,"Serviços de arquitectura, engenharia e levantamento topográfico"
8096,71251000-2,Serviços de arquitectura e inspecção de edifícios
8097,71300000-1,Serviços de engenharia
8098,71310000-4,Serviços de consultoria em matéria de engenharia e construção
8099,71311000-1,Serviços de consultoria em matéria de engenharia civil
8100,71311100-2,Serviços auxiliares da engenharia civil
8101,71311200-3,Serviços de consultoria em sistemas de transportes
8102,71311210-6,Serviços de consultoria em matéria de vias rápidas
8103,71311220-9,Serviços de construção de vias rápidas
8104,71311230-2,Serviços de construção ferroviária
8105,71311240-5,Serviços de construção de aeroportos
8106,71311300-4,Serviços de consultoria em matéria de infra-estruturas
8107,71312000-8,Serviços de consultoria em matéria de arquitectura industrial
8108,71313000-5,Serviços de consultoria em matéria de engenharia do ambiente
8109,71313100-6,Serviços de consultoria em matéria de controlo do ruído
8110,71313200-7,Serviços de consultoria em matéria de insonorização e acústica interior
8111,71313400-9,Avaliação do impacto ambiental para construção
8112,71313410-2,Avaliação de riscos para construção
8113,71313420-5,Normas ambientais para construção
8114,71313430-8,Análise de indicadores ambientais para construção
8115,71313440-1,Serviços de avaliação do impacto ambiental (AIA) para construção
8116,71313450-4,Monitorização ambiental para construção
8117,71314000-2,Serviços relacionados com a energia e afins
8118,71314100-3,Serviços de electricidade
8119,71314200-4,Serviços de gestão da energia
8120,71314300-5,Serviços de consultoria em matéria de rendimento energético
8121,71314310-8,Serviços de engenharia térmica de edifícios
8122,71315000-9,Instalações técnicas em edifícios
8123,71315100-0,Serviços de consultoria na construção de edifícios
8124,71315200-1,Serviços de consultoria relacionados com edifícios
8125,71315210-4,Serviços de consultoria em matéria de instalações técnicas em edifícios
8126,71315300-2,Serviços de medição de edifícios
8127,71315400-3,Serviços de inspecção e verificação de edifícios
8128,71315410-6,Inspecção de sistema de ventilação
8129,71316000-6,Serviços de consultoria em matéria de telecomunicações
8130,71317000-3,Serviços de consultoria em matéria de controlo e protecção contra os riscos potenciais
8131,71317100-4,Serviços de consultoria em matéria de controlo e protecção contra incêndios e explosões
8132,71317200-5,Serviços de saúde e segurança
8133,71317210-8,Serviços de consultoria em matéria de saúde e segurança
8134,71318000-0,Serviços de consultoria e assessoria em matéria de engenharia
8135,71318100-1,Serviços de iluminação natural e artificial
8136,71319000-7,Serviços de consultoria de peritos
8137,71320000-7,Serviços de concepção técnica
8138,71321000-4,Serviços de concepção técnica para instalações mecânicas e eléctricas em edifícios
8139,71321100-5,Serviços de economia da construção
8140,71321200-6,Serviços de concepção de sistemas de aquecimento
8141,71321300-7,Serviços de consultoria sobre canalizações
8142,71321400-8,Serviços de consultoria sobre ventilação
8143,71322000-1,Serviços de concepção técnica para a construção de obras de engenharia civil
8144,71322100-2,Serviços de medições para obras de engenharia civil
8145,71322200-3,Serviços de concepção de condutas de longa distância
8146,71322300-4,Serviços de concepção de pontes
8147,71322400-5,Serviços de concepção de barragens
8148,71322500-6,Serviços de concepção técnica de infra-estruturas para tráfego
8149,71323000-8,Serviços de concepção técnica para produção e processos industriais
8150,71323100-9,Serviços de concepção de sistemas de energia eléctrica
8151,71323200-0,Serviços de concepção técnica de instalações
8152,71324000-5,Serviços de medições
8153,71325000-2,Serviços de concepção de fundações
8154,71326000-9,Serviços auxiliares de edifícios
8155,71327000-6,Serviços de concepção de estruturas para suporte de carga
8156,71328000-3,Serviços de verificação da concepção de estruturas para suporte de carga
8157,71330000-0,Serviços diversos de engenharia
8158,71331000-7,Serviços de engenharia em matéria de lamas de perfuração
8159,71332000-4,Serviços de engenharia geotécnica
8160,71333000-1,Serviços de engenharia mecânica
8161,71334000-8,Serviços de engenharia mecânica e eléctrica
8162,71335000-5,Estudos de engenharia
8163,71336000-2,Serviços de apoio em matéria de engenharia
8164,71337000-9,Serviços de engenharia da corrosão
8165,71340000-3,Serviços integrados de engenharia
8166,71350000-6,Serviços técnicos e científicos relacionados com a engenharia
8167,71351000-3,Serviços de prospecção geológica e geofísica e outros serviços de prospecção científica
8168,71351100-4,Serviços de preparação e análise de amostras de perfuração
8169,71351200-5,Serviços de consultoria em matéria de geologia e geofísica
8170,71351210-8,Serviços de consultoria em matéria de geofísica
8171,71351220-1,Serviços de consultoria em matéria de geologia
8172,71351300-6,Serviços de análise micropaleontológica
8173,71351400-7,Serviços de interpretação petrofísica
8174,71351500-8,Serviços de estudo de terrenos
8175,71351600-9,Serviços de previsão meteorológica
8176,71351610-2,Serviços de meteorologia
8177,71351611-9,Serviços de climatologia
8178,71351612-6,Serviços de hidrometeorologia
8179,71351700-0,Serviços de prospecção científica
8180,71351710-3,Serviços de prospecção geofísica
8181,71351720-6,Levantamento geofísico de sítios arqueológicos
8182,71351730-9,Serviços de prospecção geológica
8183,71351800-1,Serviços topográficos e de radiestesia
8184,71351810-4,Serviços de topografia
8185,71351811-1,Levantamento topográfico de sítios arqueológicos
8186,71351820-7,Serviços de radiestesia
8187,71351900-2,"Serviços de geologia, oceanografia e hidrologia"
8188,71351910-5,Serviços de geologia
8189,71351911-2,Serviços de fotogeologia
8190,71351912-9,Serviços de geologia estratigráfica
8191,71351913-6,Serviços de exploração geológica
8192,71351914-3,Serviços arqueológicos
8193,71351920-2,Serviços de oceanografia e hidrologia
8194,71351921-2,Serviços de oceanografia estuarina
8195,71351922-2,Serviços de oceanografia física
8196,71351923-2,Serviços de levantamento batimétrico
8197,71351924-2,Serviços de exploração subaquática
8198,71352000-0,Serviços de levantamento subterrâneo
8199,71352100-1,Serviços de sismologia
8200,71352110-4,Serviços de levantamento sismográfico
8201,71352120-7,Serviços de aquisição de dados sísmicos
8202,71352130-0,Serviços de recolha de dados sísmicos
8203,71352140-3,Serviços de tratamento sísmico
8204,71352300-3,Serviços de levantamento magnetométrico
8205,71353000-7,Serviços de levantamento de superfície
8206,71353100-8,Serviços de levantamento hidrográfico
8207,71353200-9,Serviços de levantamento dimensional
8208,71354000-4,Serviços de redacção cartográfica
8209,71354100-5,Serviços de cartografia digital
8210,71354200-6,Serviços de cartografia aérea
8211,71354300-7,Serviços de levantamento cadastral
8212,71354400-8,Serviços de hidrografia
8213,71354500-9,Serviços de estudos marítimos
8214,71355000-1,Serviços de levantamento topográfico
8215,71355100-2,Serviços de fotogrametria
8216,71355200-3,Serviços de topografia cadastral
8217,71356000-8,Serviços técnicos
8218,71356100-9,Serviços de controlo técnico
8219,71356200-0,Serviços de assistência técnica
8220,71356300-1,Serviços de apoio técnico
8221,71356400-2,Serviços de planeamento técnico
8222,71400000-2,Serviços de arquitectura paisagística e planeamento urbano
8223,71410000-5,Serviços de planeamento urbano
8224,71420000-8,Serviços de arquitectura paisagística
8225,71421000-5,Serviços de jardinagem paisagística
8226,71500000-3,Serviços relacionados com a construção
8227,71510000-6,Serviços de inspecção do local
